epoch,step,train_loss_step
0,49,93.41313934326172
0,99,84.8878173828125
1,149,79.42789459228516
1,199,38.74991226196289
1,249,73.36468505859375
2,299,68.33128356933594
2,349,35.889381408691406
3,399,14.036347389221191
3,449,8.046089172363281
3,499,7.874172210693359
4,549,34.638484954833984
4,599,29.58608055114746
5,649,4.855807781219482
5,699,2.1488301753997803
5,749,2.1970646381378174
6,799,25.601316452026367
6,849,15.767974853515625
7,899,0.863824725151062
7,949,1.275189995765686
7,999,0.7757123112678528
8,1049,23.177907943725586
8,1099,14.130695343017578
9,1149,0.4566209018230438
9,1199,0.9819364547729492
9,1249,0.825829803943634
10,1299,22.205211639404297
10,1349,13.452101707458496
11,1399,0.3864709138870239
11,1449,0.7930517792701721
11,1499,0.47378605604171753
12,1549,21.578332901000977
12,1599,12.336520195007324
13,1649,0.3022386133670807
13,1699,1.5625684261322021
13,1749,0.7629356980323792
14,1799,21.032255172729492
14,1849,16.138280868530273
15,1899,0.29712769389152527
15,1949,0.27994000911712646
15,1999,0.509898841381073
16,2049,20.48761558532715
16,2099,11.283560752868652
17,2149,0.25205740332603455
17,2199,0.7309789061546326
17,2249,0.3306010067462921
18,2299,20.11023712158203
18,2349,10.911802291870117
19,2399,0.22460727393627167
19,2449,0.48242059350013733
19,2499,0.18090154230594635
20,2549,19.746362686157227
20,2599,10.219819068908691
21,2649,0.18563735485076904
21,2699,0.5608498454093933
21,2749,0.18486933410167694
22,2799,19.396625518798828
22,2849,9.965354919433594
23,2899,0.17808233201503754
23,2949,0.5623925924301147
23,2999,0.14858102798461914
24,3049,19.112207412719727
24,3099,9.919584274291992
25,3149,0.14572343230247498
25,3199,0.48473048210144043
25,3249,0.1558595597743988
26,3299,18.83692741394043
26,3349,10.050204277038574
27,3399,0.12859010696411133
27,3449,0.48811075091362
27,3499,0.2058315873146057
28,3549,18.73873519897461
28,3599,17.87189292907715
29,3649,0.18951517343521118
29,3699,1.8241239786148071
29,3749,0.8383738398551941
